titulo,autores,anio,Línea prioritaria de investigación ECAP,tipo,estado,latitud,longitud,resumen,presupuesto
"Identificación taxonómica de las especies de cianobacterias y microalgas del embalse Salve Faccha, perteneciente a la Red de Agua Potable Papallacta, Parque Nacional Cayambe-Coca, Cordillera Real del Ecuador",Kelly Nicole López Valdivieso,2019,Manejo de embalses,Becas,Finalizado,-0.371826,-78.169701,"Identificó cianobacterias y microalgas del embalse Salve Faccha mediante muestreo, observación directa, aislamiento, caracterización y elaboración de un atlas taxonómico con microscopía. Registró comunidades típicas de ecosistemas altoandinos, con Chlorophyta, Charophyta, Ochrophyta, Cyanobacteria y Chrysophyta. El predominio de clorofitas, diatomeas y cianobacterias, junto con taxones como Dolichospermum y Euglena, fue interpretado como señal para mantener seguimiento del enriquecimiento trófico.",1960
Importancia del río glaciar en la diversificación de comunidades de carábidos de altura bajo un contexto de cambio climático,Fernando Josué Franco Salgado,2020,Cambio climático y global,Becas,Finalizado,-0.476405,-78.205883,"Investigó cómo la cercanía a un río glaciar y las condiciones ambientales se relacionan con la diversidad de carábidos de altura en la ladera suroccidental del Antisana. Comparó comunidades en puntos altos cercanos y alejados del río mediante muestreos, identificación de especímenes y análisis de diversidad y microclima. El punto alto cercano al río fue el más diverso y el punto alto lejano presentó mayor recambio de especies; también se reportaron posibles ampliaciones de distribución para cuatro especies.",340
Influencia de factores fisicoquímicos sobre la comunidad de microalgas en lagos altoandinos,Dayana Anabel Martínez Rosero,2022,Ecología de páramo,Becas,Finalizado,-0.399664,-78.159037,"Analizó la relación entre factores físico-químicos y comunidades de microalgas en lagos del sistema Papallacta–Oyacachi, durante dos campañas entre 2020 y 2021. Recolectó fitoplancton y perifiton, los identificó microscópicamente y aplicó análisis de correspondencia canónica y similitud. Identificó 106 especies; lagos y reservorios tuvieron baja similitud florística, y conductividad y transparencia fueron las variables más influyentes, sin una relación mayor de nutrientes con la presencia de especies.",
Limnological studies of HighAndean lakes in Ecuador,Jorge E. Celi; David Guaña; Andrea Llumiquinga; Angeles Ramos; Bryan Rosero; Dayana Martínez,2022,Ecología de páramo,Becas,Finalizado,-0.383483,-78.142415,"El póster sintetiza un programa limnológico del sistema Papallacta–Oyacachi, incluido el humedal Ñucanchi Turubamba. Reúne estudios de dinámica de humedales, morfometría y biogeoquímica de lagos, microplásticos, microalgas y estratificación de Salve Faccha. Reporta, entre otros resultados, frecuencias de inundación de 30,5 % a 88,3 %, 106 especies de microalgas y microplásticos en agua y sedimentos, como resultados agregados de los subestudios.",
"Mapeo dinámico de humedales de páramo (bofedales) utilizando Water Cloud Model (WCM) a través de imágenes radar en banda C y polarizaciones VH, VV del satélite Sentinel-1",Luis Fabian Huaraca Huaraca,2025,Hidrología,Becas,Finalizado,-0.499605,-78.243118,"Mapeó dinámicamente bofedales en áreas de interés hídrico de Pichincha, Napo y Cotopaxi mediante imágenes Sentinel-1 y Sentinel-2, clasificación supervisada y un Water Cloud Model calibrado con humedad superficial in situ. Comparó cartografía óptica, radar y basada en humedad para examinar variación intra e interanual, con énfasis en Jatunhuaycu. La integración óptica-radar permitió el análisis dinámico; en 2023 se estimaron 28.972 ha de humedales y el modelo calibrado alcanzó R = 0,79, aunque subestimó área frente a la clasificación radar.",
"Modelo multitemporal del cambio de cobertura vegetal y uso de suelo en las cuencas de los ríos Machángara, Monjas y San Pedro en el Distrito Metropolitano de Quito entre 1990 al 2024",Luis Andrés Constante Veloz; Andy Moisés Osorio Aules,2025,Análisis Socioeconómicos y Ambientales,Becas,Finalizado,-0.247620,-78.511982,"Modeló cambios de cobertura vegetal y uso de suelo en las cuencas Machángara, Monjas y San Pedro hasta 2024, con proyecciones a 2045. Procesó imágenes Landsat en RStudio y SIG, aplicó correcciones, clasificación supervisada Random Forest, cartografía anual, tasas de cambio y matrices de transición bajo Corine Land Cover. La urbanización fue el cambio dominante, particularmente en Machángara y Monjas, y se proyecta su expansión en San Pedro; el estudio recomienda contenerla y proteger páramo, bosques y suelos estratégicos.",528
Presence of Myxoma Virus and Rabbit Hemorrhagic Disease Virus in Sylvilagus andinus in the Antisana Hydrological Conservation Area,Cristian Guzmán Arias,2021,Ecología de páramo,Becas,Finalizado,-0.484752,-78.197340,"Examinó la presencia de virus Myxoma y de la enfermedad hemorrágica del conejo en Sylvilagus andinus del Área de Conservación Hídrica Antisana. Aplicó PCR convencional para MYXV, RT-PCR para RHDV y secuenciación de amplicones. Detectó muestras positivas para ambos virus y la interpretación del estudio sugiere circulación de MYXV y RHDV en la población evaluada, por lo que recomienda ampliar el muestreo y evaluar posibles efectos poblacionales.",2988
Pronóstico de caudales bajos en la cuenca del río Pita mediante inteligencia artificial como soporte para la gestión del abastecimiento de agua potable del Distrito Metropolitano de Quito,Roger Steven Vega Yautibug,2026,Hidrología,Becas,Finalizado,-0.415632,-78.330418,"Exploró la sensibilidad de redes LSTM para pronosticar caudales bajos del río Pita con horizontes de 1, 7, 15 y 35 días. Construyó modelos con caudal, nivel de agua, humedad relativa, precipitación, radiación solar y temperatura, y los comparó con RMSE, MAE, MAPE y métricas de firma. Las variables hidrométricas fueron determinantes y su combinación con variables meteorológicas y rezagos adecuados mejoró el desempeño, lo que aporta un insumo para anticipar períodos de bajo caudal.",837.88
"Propuesta de mejora para la Gestión del Agua en el Sistema Pita-Puengasí del Distrito Metropolitano de Quito con base en la Huella Hídrica, período 2023-2024",Ariel Alejandro Palacios Loor; Junior Alexander Zambrano Vera,2026,Economía Ecológica y Economía Ambiental,Becas,Finalizado,-0.2366666021,-78.4930863967,"Evaluó la huella hídrica del sistema Pita–Puengasí, desde captación y conducción hasta tratamiento, con datos de 2023–2024 y lineamientos ISO 14046 y Water Footprint Network. Delimitó procesos, unidades funcionales y tres sectores para cuantificar componentes azul, verde y gris, y evaluó propuestas de mejora por viabilidad técnica y económica. Estimó una huella de 38,20 Mm³, equivalente a 34,20 % del agua producida; 97,9 % fue azul y la conducción concentró 94,27 % del total.",545
Caracterización hidrogeofísica espaciotemporal del subsuelo somero en la cuenca alta del río Jatunhuaycu mediante Tomografía de Resistividad Eléctrica time-lapse (ERT 4D),No identificado (Diana Cuasapaz figura en metadato del archivo),2026,Hidrogeología,Proyectos de investigación,En curso,-0.465370,-78.201830,"El proyecto busca reducir vacíos sobre almacenamiento, saturación y rutas preferenciales de agua en humedales de la cuenca alta del Jatunhuaycu. Prevé aplicar tomografía de resistividad eléctrica 4D con perfiles repetidos en época seca y lluviosa, integrada con registros hidrometeorológicos, nivel freático y calidad de agua. Se esperan identificar zonas de recarga, conectividad y rehumectación, y producir un atlas multitemporal, guía técnica, informe y artículo para orientar conservación y restauración.",
Caracterización hidrogeológica de las vertientes occidentales del volcán Antisana como parte de los estudios de los glaciares y páramos frente al cambio climático,Elizabeth Carolina Alvarado Obando,2009,Hidrogeología,Proyectos de investigación,En curso,-0.506830,-78.217020,"La investigación caracteriza las vertientes occidentales del Antisana para reconocer fuentes de agua y su relación con glaciares, páramos y reservas subterráneas. El documento describe revisión cartográfica y fotogeológica, reconocimiento geológico de campo, inventario de puntos de agua, muestreo de agua y roca, mapas temáticos y estimación de reservas. Reporta el inventario y la caracterización hidrogeológica, y recomienda perforaciones y ensayos de acuíferos para precisar espesores y transmisividad.",
Censos y jornadas: análisis de población de venados,Henry Herrera,2026,Ecología de páramo,Proyectos de investigación,En curso,-0.515327,-78.229418,"El informe automatizado sistematiza censos de venados de 2018 a 2025 para describir máximos observados, tasas finitas de crecimiento, hábitat, sexo, edad, comportamiento y puntos de avistamiento. Compara jornadas y calcula tendencias por intervalos de años. Registra un aumento de 17 % entre 2024 y 2025 y una tasa geométrica media cercana a 6 %; el seguimiento se plantea como una serie continua, no como una estimación poblacional definitiva.",
"ChuquirAgua: Ciencia ciudadana que alerta sobre sequías, racionamiento eléctrico, incendios y degradación del agua en comunidades locales",No identificado (documento firmado por Carlos Javier Torres Miño),2025,Análisis Socioeconómicos y Ambientales,Proyectos de investigación,En curso,-0.932150,-78.615550,"ChuquirAgua busca codiseñar con habitantes una aplicación de alertas frente a sequías, racionamiento eléctrico, incendios y degradación del agua. Durante 18 meses prevé implementar laboratorios ciudadanos en Pichincha y Cotopaxi para medir caudal y calidad de agua con equipos de bajo costo y kits de análisis, enviando datos a un servidor, una aplicación y una web. Se esperan evidencia para mitigación y un sistema ciudadano escalable; la fuente no reporta resultados ejecutados.",
"Consultoría para levantar una línea base de la unidad hidrográfica del río El Cinto, occidente del DMQ y proponer un plan de acción",Susana Escandón; Melania Intriago; Sergio Torres; Daniela Cadena; Juan Javier Aguirre; Carla Pérez,2016,Análisis Socioeconómicos y Ambientales,Proyectos de investigación,En curso,-0.2175059850,-78.5550763356,"La consultoría levantó una línea base socioambiental de la unidad hidrográfica del río El Cinto para orientar acciones de conservación y mejora de condiciones de vida. Combinó revisión de información secundaria, cartografía, recorridos y parcelas de campo, encuestas, talleres y análisis de gobernanza, agua, cobertura y actividades productivas. El diagnóstico registró presión por incendios y erosión, sin cambios relevantes de páramo entre 2001 y 2014, y propuso monitoreo, restauración, educación, fortalecimiento organizativo y producción sostenible.",
Determinación de actinomicetos en los sedimentos del embalse Salve Faccha,No identificado,s. f.,Manejo de embalses,Proyectos de investigación,En curso,-0.448600,-78.182660,"La propuesta busca evaluar presencia, diversidad y concentración de actinomicetos en sedimentos del embalse Salve Faccha y explorar su posible relación con metabolitos como geosmina y con la calidad del agua. Plantea recolectar 15 muestras en distintos puntos y profundidades, aislar y caracterizar microorganismos en laboratorio y medir condiciones físico-químicas del sedimento. Se esperan identificar especies, patrones de distribución y factores asociados para formular recomendaciones de seguimiento y manejo.",
Fortalecimiento de capacidades para el establecimiento de medidas de restauración de ecosistemas de montaña y la generación de evidencia científica sobre sus impactos en la provisión de servicios ecosistémicos hídricos (Fase II),Bert De Bièvre; Helder Mallqui Meza,2023,Restauración de la cobertura vegetal,Proyectos de investigación,En curso,-0.493690,-78.188140,"La Fase II busca fortalecer la cooperación entre FONAG e INAIGEM para restauración de ecosistemas de montaña y evaluación de sus efectos sobre servicios hídricos. Retoma intercambios y una visita documentados para la Fase I, y prevé reuniones técnicas, intercambios de campo, definición conjunta de indicadores y monitoreo en Antisana, Alto Pita y Áncash. Se esperan informes de diseño y análisis preliminar, visitas técnicas y un documento conjunto de avances, lecciones y lineamientos de monitoreo.",
"Implementación de estrategias de protección de la cuenca hidrográfica de la quebrada Rumipamba, en el noroccidente de Quito, a través de la educación ambiental, el monitoreo hidrometeorológico e infraestructura para manejo del lugar",No identificado,2024,Análisis Socioeconómicos y Ambientales,Proyectos de investigación,En curso,-0.183040,-78.518390,"El proyecto de vinculación busca proteger la cuenca de la quebrada Rumipamba mediante educación ambiental, monitoreo hidrometeorológico e infraestructura de manejo. Para 2024–2026 prevé estrategias educativas e infraestructura demostrativa, instalación y validación de datos hidrometeorológicos, y un estudio hidrológico-hidráulico de amenazas asociadas a la presa de Rumiloma. Sus productos previstos incluyen capacitación comunitaria, materiales de divulgación y un mapa de amenazas para apoyar conservación y seguridad local.",
INABIOsoil: Innovación en la evaluación del manejo en suelos de páramo,Instituto Nacional de Biodiversidad (INABIO),s. f.,Ecología de páramo,Proyectos de investigación,En curso,-0.4754841950,-78.2348678000,"INABIOsoil busca evaluar cómo el manejo modifica la biodiversidad y el funcionamiento de suelos de páramo intervenidos por FONAG. Propone comparar sitios con y sin pastoreo, áreas erosionadas y pajonal mediante análisis físico-químicos, extracción de ADN, metabarcoding 16S, bioinformática y pruebas metabólicas de carbono. Se espera establecer una línea base de riqueza, composición y funciones microbianas y generar indicadores para valorar restauración y orientar el manejo de los suelos.",
Informe de monitoreo de gases de efecto invernadero en Jatunhuayco y Pullurima,No identificado,2024,Cambio climático y global,Proyectos de investigación,En curso,-0.479160,-78.214870,"El informe compara el intercambio de CO₂ y CH₄ en el humedal Jatunhuayco, en recuperación, y Pullurima, intervenido por pastoreo. Entre agosto y diciembre de 2023 instaló transectos y pozos, y realizó mediciones mensuales con cámara Picarro junto con nivel freático y variables ambientales. Los resultados preliminares indican mayor asimilación de CO₂ y menores flujos de CH₄ en Jatunhuayco; el propio informe solicita ampliar la ventana de observación para confirmar esas tendencias.",
Monitoreos ACHA Atacazo y ACH Pita: primera etapa de monitoreo y aforos,Miguel Ángel Rosero Clavijo,2025,Hidrología,Proyectos de investigación,En curso,-0.3183382630,-78.6017551075,"La primera etapa caracterizó condiciones físico-químicas del agua y caudales en ACHA Atacazo y la microcuenca del río Pita. Ejecutó tres campañas entre septiembre y octubre de 2025 en 23 puntos, con mediciones in situ de pH, conductividad, turbidez, oxígeno disuelto y temperatura, muestras químicas e isotópicas y aforos por dilución salina. La etapa produjo una línea base inicial de aguas de alta montaña generalmente poco mineralizadas y de buena calidad, con variaciones locales; el informe recomienda continuar las campañas para evaluar estacionalidad y caudales.",
Preserving the natural carbon storage capacity of páramo wetlands and volcano glaciers through autonomous aerial monitoring and computer vision: Pilot program at the Antisana natural reserve in Ecuador,No identificado,2023,Cambio climático y global,Proyectos de investigación,En curso,-0.487790,-78.174230,"El programa piloto busca conservar la capacidad de almacenamiento de carbono de humedales de páramo y glaciares en la Reserva Natural Antisana. Propone integrar imágenes aéreas y satelitales, visión computacional y trabajo con actores locales para monitorear salud de vegetación, disponibilidad de agua y dinámica glaciar. Se esperan modelos de escenarios para identificar amenazas y priorizar acciones, además de información operativa, capacitación y métodos transferibles a otros paisajes de montaña.",
"Procesos ecológicos de 4 embalses que abastecen de agua potable al DMQ, ubicados en los páramos andinos",Mario Guallpa (metadato del documento),2025,Manejo de embalses,Proyectos de investigación,En curso,-0.513420,-78.174680,"La investigación busca estudiar los procesos ecológicos que determinan el estado trófico de los embalses Salve Faccha, Mogotes, Sucus y La Mica, fuentes de agua para el DMQ. Prevé muestreos trimestrales de agua, sedimentos, afluentes y biota, medición de variables físico-químicas, nutrientes, carbono, gases y comunidades planctónicas, bentónicas y de peces. Los productos previstos son una base de datos hidroecológica e indicadores o criterios de manejo para los cuatro embalses.",
Propuesta metodológica para el monitoreo del impacto de las acciones que implementa el FONAG en el acceso a agua segura en áreas rurales del Distrito Metropolitano de Quito,Paola Fuentes Salcedo; Lorena Coronel Tapia (directora),2024,Análisis Socioeconómicos y Ambientales,Proyectos de investigación,En curso,-0.231510,-78.495620,"La propuesta de titulación busca diseñar una metodología para medir el impacto de las acciones de FONAG sobre el acceso a agua segura en comunidades rurales del DMQ. Articula dimensiones ecológicas, técnicas y sociales y plantea indicadores, instrumentos de evaluación y participación de FONAG y usuarios. El producto previsto es una metodología aplicable con indicadores y recomendaciones para priorizar intervenciones y evidenciar cambios; la fuente no reporta resultados de aplicación.",
Respuestas glacio-eco-hidro-biogeoquímicas al cambio climático en volcanes andinos tropicales,G. H. C. Ng (PI citado); equipo interdisciplinario,2023,Cambio climático y global,Proyectos de investigación,En curso,-0.029960,-77.986640,"El proyecto interdisciplinario busca examinar cómo el cambio climático y el retroceso glaciar afectan cantidad y calidad de agua, vegetación y ciclos biogeoquímicos en Cayambe, Antisana, Chimborazo y Cotopaxi. Plantea integrar observaciones glaciológicas, hidrológicas, ecológicas y químicas con colaboración de comunidades indígenas y modelos predictivos desde las lenguas glaciares hasta usuarios aguas abajo. Se esperan escenarios de vulnerabilidad, protocolos de monitoreo y recomendaciones de adaptación y conservación.",
Tracing Water Origins and Quality in the Páramo and Glacial Ecosystems of the Ecuadorian Andes,Brigham Young University y Universidad San Francisco de Quito (equipo no individualizado en extracto),s. f.,Hidrología,Proyectos de investigación,En curso,-0.550670,-78.173560,"La iniciativa busca estudiar el origen y la calidad del agua en ecosistemas de páramo y glaciares de Antisana, Cayambe, Cotopaxi y Chimborazo. Prevé medir contribuciones de precipitación, deshielo y agua subterránea, junto con variables físico-químicas, metales traza, ADN ambiental y macroinvertebrados, integrados mediante análisis geoespacial y modelos ecológicos. Se esperan bases de datos abiertas, artículos, reportes comunitarios y capacitación para mejorar la gestión de fuentes altoandinas.",
Atlas de microalgas y cianobacterias del fitoplancton y perifiton: Embalse La Mica,Katherin Clavijo Páez; Karen Rodríguez Sabando; Diana Ontaneda Andrade; Andrés Arévalo; Diana Astorga García,2020,Manejo de embalses,Proyectos de investigación,Finalizado,-0.499920,-78.165410,"El atlas caracterizó microalgas y cianobacterias de fitoplancton y perifiton del embalse La Mica y sus afluentes. Entre mayo y octubre de 2019 realizó muestreos a diferentes profundidades con botellas y red, colectas de perifiton en ríos, dique, rocas y muelle, e identificación por microscopía y cultivo. Registró ocho divisiones, con predominio de clorofitas y ocrófitas, y recomienda seguimiento sistemático de géneros potencialmente nocivos.",
Caracterización de macrofósiles a lo largo de perfiles de turba en dos humedales altoandinos dentro del Área de Conservación Hídrica Antisana,Dominique Vargas,2022,Ecología de páramo,Proyectos de investigación,Finalizado,-0.479530,-78.207630,"La consultoría caracterizó macrofósiles vegetales en perfiles de turba de Pugllohuma y Jatunhuaycu para construir una línea base paleoambiental útil para restauración. El Producto 1 definió el muestreo de núcleos y análisis microscópico, y el Producto 2 examinó perfiles de 150 y 185 cm. Identificó cinco taxones, depósitos de ceniza y cambios de vegetación, con señales de disturbio ganadero y recuperación reciente, y propuso especies y análisis complementarios para restauración.",3410.19
Delineation of water flow paths in a tropical Andean headwater catchment with deep soils and permeable bedrock,Braulio Lahuatte; Giovanny M. Mosquera; Sebastián Páez-Bimos; Marlon Calispa; Veerle Vanacker; Xavier Zapata-Ríos; Teresa Muñoz; Patricio Crespo,2022,Hidrogeología,Proyectos de investigación,Finalizado,-0.5052777778,-78.2413888889,"El artículo delimitó rutas de flujo de agua en la subcuenca JTU_01 del Observatorio Experimental Jatunhuaycu. Entre marzo de 2019 y febrero de 2020 combinó hidrometría con isótopos estables en precipitación, agua de suelo, humedales y caudal, y analizó indicadores de tiempo de tránsito. Encontró predominio de flujos verticales y subsuperficiales a través de cenizas volcánicas, suelos profundos y fracturas, con alto almacenamiento y escaso escurrimiento superficial.",
"Dye tracer study in the Jatunhuaycu watershed, Napo, Ecuador",FONAG,2018,Hidrología,Proyectos de investigación,Finalizado,-0.453960,-78.202700,"La propuesta de trazadores buscó aclarar conexiones subterráneas en la cuenca Jatunhuaycu, especialmente en la microcuenca 2, donde el monitoreo previo sugirió infiltración y menor regulación. Planteó combinar datos de lluvia y caudal con inyecciones de fluoresceína y eosina, muestreadores de carbón activado en manantiales y río, y seguimiento por hasta seis meses. Se esperaba estimar rutas y tiempos de residencia, localizar zonas de recarga y ajustar acciones de restauración y manejo integrado.",
Emergencia de plántulas nativas mediante la técnica de siembra directa y crecimiento y supervivencia de siembra de plántulas de Chuquiraga jussieui en el Páramo del Antisana,No identificado (archivo asociado a Byron Medina),s. f.,Restauración de la cobertura vegetal,Proyectos de investigación,Finalizado,-0.4931300000,-78.2155600000,"El informe evaluó emergencia por siembra directa de cuatro especies nativas y crecimiento y supervivencia de Chuquiraga jussieui en páramo del Antisana. Instaló parcelas en pajonal, arbustal-pajonal, arenal y páramo conservado, con tratamientos de sombra y exclusión de herbívoros. Chuquiraga fue la única especie que emergió en todas las coberturas y en arenal; las diferencias entre coberturas no fueron significativas, mientras protección y sombra favorecieron la supervivencia.",
"Estudio geológico y geofísico de la cuenca del río Jatunhuaycu, escala 1:10 000",Fausto Carranco; Wladimir Romero; Luis Jaramillo; Jonathan Suárez; Carlos Abril y equipo IIGE,2018,"Geología, Sismología y Vulcanología",Proyectos de investigación,Finalizado,-0.4615042015,-78.2337579883,"El estudio geológico-geofísico de Jatunhuaycu, a escala 1:10.000, buscó reconocer estructuras y zonas de almacenamiento subterráneo de agua para orientar la gestión de cuenca. Combinó cartografía geológica, reconocimiento de campo, análisis de rocas y diez líneas de tomografía eléctrica. Identificó una zona superficial saturada y otra de saturación media en profundidad, además del control de fallas sobre la hidrología; recomienda perforaciones y piezómetros para verificar e integrar la información al monitoreo.",3100
Hand searching versus pitfall trapping: how to assess biodiversity of ground beetles (Coleoptera: Carabidae) in high altitude equatorial Andes?,Mauro Gobbi; Álvaro Barragán; Mattia Brambilla; Emilia Moreno; Washington Pruna; Pierre Moret,2018,Ecología de páramo,Proyectos de investigación,Finalizado,-0.029629,-77.984247,"El estudio comparó búsqueda manual y trampas de caída para inventariar carábidos en páramos ecuatoriales de alta altitud, en seis volcanes y franjas de páramo alto y superpáramo. En 28 sesiones de muestreo registró riqueza, abundancia y esfuerzo de cada técnica. La búsqueda manual detectó ligeramente más especies y fue más eficiente en tiempo; los autores recomiendan combinar ambos métodos para inventarios exhaustivos en páramo alto, mientras en superpáramo mostraron resultados comparables.",
Humboldt’s Tableau Physique revisited,Pierre Moret; Priscilla Muriel; Ricardo Jaramillo; Olivier Dangles,2019,Ecología de páramo,Proyectos de investigación,Finalizado,-1.469310,-78.816570,"El artículo revisó críticamente los datos botánicos del Tableau Physique de Humboldt con documentos históricos, herbarios y muestreos florísticos repetidos en localidades atribuidas a Chimborazo y Antisana. Encontró que una parte importante de las observaciones de gran altitud no podía verificarse o estaba mal localizada, especialmente en Antisana. La comparación temporal estimó expansiones altitudinales de la flora de aproximadamente 215 a 266 m en 215 años, compatibles con una respuesta al calentamiento.",
Interacciones ecológicas y ensamblaje de comunidades en ecosistemas vulnerables al cambio climático,Sofía Carvajal Endara,2022,Cambio climático y global,Proyectos de investigación,Finalizado,-0.080713,-77.989204,"El proyecto propone estudiar cómo las interacciones ecológicas y el ensamblaje de comunidades responden al cambio climático en trópicos altoandinos e islas oceánicas tropicales. Plantea revisión sistemática, muestreos de diversidad, experimentos en comunidades y modelos de redes e idoneidad para relaciones planta-animal en páramo, parásitos de anuros y depredación de semillas por pinzones. Sus productos previstos son prioridades de investigación, redes de interacción y predicciones aplicables a conservación.",
"Observaciones del flujo de carbono, energía y agua en el ecosistema del páramo dentro del Área de Conservación Hídrica del Antisana",Xavier Zapata-Ríos; Leandro Robaina; David Carchipulla; Sandra Torres; Carmen Elena Lopez,2022,Cambio climático y global,Proyectos de investigación,Finalizado,-0.4780000000,-78.2170000000,"La presentación documenta observaciones de flujos de carbono, energía y agua en un sitio de páramo de Antisana a 4.250 m. Explica el uso de covarianza de remolinos y reporta balances de precipitación, evapotranspiración y CO₂ para 2021–2022. Informa una evapotranspiración diaria media de 1,37 mm y un balance anual neto de CO₂ negativo, interpretado como sumidero, pero los presenta como avances de monitoreo que requieren continuidad.",
Propuesta para la determinación de la eficacia de comunidades de macroinvertebrados como indicadores en el análisis del estado ecológico del humedal Pugllohuma,Esteban Andrés Castañeda Chávez; Wanky Roberto Conejo Gualacata,s. f.,Ecología de páramo,Proyectos de investigación,Finalizado,-0.508642,-78.193517,"El proyecto evaluó la utilidad de macroinvertebrados como indicadores del estado ecológico del humedal Pugllohuma, comparando cinco pozas en recuperación con cinco sin recuperación. Caracterizó hábitat, conectividad, vegetación y variables físico-químicas, y aplicó análisis multivariados a riqueza y abundancia. Identificó 11 familias de macroinvertebrados y relaciones significativas con el entorno físico y químico; las pozas recuperadas, de mayor tamaño y conectividad, mostraron una composición más favorable.",
Proyecto Trazadores Colorimétricos A.C.H. Atacazo: comprendiendo las rutas del flujo del agua,Braulio Lahuatte; Luna Delerue; Mario Guallpa; Teresa Muñoz,s. f.,Hidrología,Proyectos de investigación,Finalizado,-0.358370,-78.562910,"El proyecto de trazadores colorimétricos en ACHA Atacazo buscó comprender conexiones hídricas en las cuencas Dique Norte y Carachas, asociadas al predio San Gabriel. Propuso inyectar eosina y fluoresceína en dos puntos, monitorear hasta seis sitios con fluorómetros o carbón activado durante seis meses y contar con apoyo de guardapáramos. Se esperaban tiempos de tránsito, conexiones entre cabeceras, galerías y río, zonas de recarga y posibles trasvases para orientar la gestión del agua.",
Soil Moisture Forecast Using Transfer Learning: An Application in the High Tropical Andes,Diego Escobar-González; Marcos Villacís; Sebastián Páez-Bimos; Gabriel Jácome; Juan González-Vergara; Claudia Encalada; Veerle Vanacker,2024,Hidrología,Proyectos de investigación,Finalizado,-0.4838611111,-78.2439305556,"El estudio desarrolló pronósticos de humedad del suelo para la subcuenca JTU_01, en la vertiente occidental del Antisana, mediante aprendizaje por transferencia. Usó datos de 2018–2022 de una estación meteorológica y sensores TDR en ocho perfiles bajo plantas en cojín y pajonal, y entrenó modelos neuronales. Los modelos transferidos reprodujeron con alta precisión series de sitios poco instrumentados y mostraron que la vegetación condiciona la humedad del suelo.",
Soil–vegetation–water interactions controlling solute flow and chemical weathering in volcanic ash soils of the high Andes,Sebastián Páez-Bimos; Armando Molina; Marlon Calispa; Pierre Delmelle; y cols.,2023,"Geología, Sismología y Vulcanología",Proyectos de investigación,Finalizado,-0.4838027778,-78.2438027778,"El estudio investigó cómo plantas en cojín y pajonales controlan el balance hídrico, flujos de solutos y meteorización de suelos de ceniza volcánica altoandinos. Midió humedad, flujos y concentraciones en dos perfiles y modeló la hidrología del suelo. Bajo cojines, la evapotranspiración fue 1,7 veces mayor y el drenaje profundo tres veces menor que bajo pajonal; la vegetación alteró el horizonte superficial y condicionó movilización de solutos y meteorización.",
Variación en la dieta de las comunidades de la familia Carabidae en un gradiente altitudinal de la zona suroeste del volcán Antisana,Jamie Nicole Mora Bolaños,2023,Ecología de páramo,Proyectos de investigación,Finalizado,-0.5226300000,-78.2162000000,"La disertación evaluó la dieta de comunidades de Carabidae a lo largo de un gradiente altitudinal del suroeste del Antisana. Empleó trampas pitfall para capturar carábidos e invertebrados asociados, examinó contenido digestivo y comparó resultados por altitud. Identificó diez especies, dominadas por Dyscolus orthomus; la composición y abundancia variaron significativamente con la altitud y se observaron diferencias dietarias entre especies.",
Vegetation effects on soil pore structure and hydraulic properties in volcanic ash soils of the high Andes,Sebastián Páez-Bimos; Marcos Villacís; Oscar Morales; Marlon Calispa; Armando Molina; Silvia Salgado; Bert de Bievre; Pierre Delmelle; Teresa Muñoz; Veerle Vanacker,2022,Ecología de páramo,Proyectos de investigación,Finalizado,-0.4838027778,-78.2438027778,"La investigación examinó ocho perfiles de suelos de ceniza volcánica en un sitio de 0,7 km² de páramo, comparando plantas en cojín, pajonales y posiciones topográficas. Midió retención de agua, conductividad hidráulica saturada, densidad, porosidad, textura, carbono y raíces. La vegetación explicó más variación que la topografía: bajo cojines aumentaron la retención y el agua disponible, y la conductividad fue entre cuatro y doce veces mayor.",
When the Ice Has Gone: Colonisation of Equatorial Glacier Forelands by Ground Beetles (Coleoptera: Carabidae),P. Moret; Á. Barragán; E. Moreno; S. Cauvy-Fraunié; M. Gobbi,2020,Cambio climático y global,Proyectos de investigación,Finalizado,-0.4743833333,-78.1535500000,"La investigación analizó la colonización de antecampos glaciares de Antisana y Carihuairazo por carábidos a lo largo de cronosecuencias de desglaciación. Usó parcelas de distintas edades, trampas de caída y análisis de diversidad y composición. Registró 12 especies en Antisana y mostró que especies pioneras persistieron desde superficies jóvenes hasta las de más de dos siglos, en lugar de ser reemplazadas de forma ordenada; advierte que especies adaptadas al frío pueden quedar confinadas en cumbres ante el retroceso glaciar.",
